"JUD" "DEN_JUD" "DEN_CIRC" "NrAlegatoriListe" "NrAlegatoriListePermanent" "NrAlegatoriListeSuplimentare" "NrAlegatoriUrnaSpeciala" "NrAlegatoriPrezentatiLaUrne" "NrAlegatoriPrezentiLaUrneListaPermanenta" "NrAlegatoriPrezentiLaUrneListaSuplimentara" "NrAlegatoriPrezentiLaUrneListaSpeciala" "NrBuletineVotPrimite" "NrBuletineVotAnulate" "TotalVoturiValabilExprimateLaNivelSectie" "NrVoturiNule" "NrVoturiAlbe" "UNIUNEA SOCIAL LIBERALÃ" "UNIUNEA DEMOCRATÃ MAGHIARÃ DIN ROMÂNIA" "ALIANÞA ROMÂNIA DREAPTÃ" "PARTIDUL ROMÂNIA MARE" "PARTIDUL POPORULUI - DAN DIACONESCU" "ERDÉLYI MAGYAR NÉPPÁRT - PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA" "PARTIDUL ECOLOGIST ROMÂN" "PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR" "PARTIDUL NAÞIONAL DEMOCRAT CREªTIN" "PARTIDUL POPULAR" "PARTIDUL POPULAR ªI AL PROTECÞIEI SOCIALE" "PARTIDUL ALIANÞA SOCIALISTÃ" "BOTOªANI_3_CONÞAC CONSTANTIN"
22 "HUNEDOARA" "BÃIÞA" 3160 3136 22 2 1113 1089 22 2 3300 2187 1085 16 12 750 1 124 36 166 0 0 0 0 0 0 8 0
22 "HUNEDOARA" "BÃNIÞA" 975 971 4 0 442 438 4 0 1101 659 428 7 7 343 1 22 8 47 3 0 0 0 0 0 4 0
22 "HUNEDOARA" "BÃTRÂNA" 132 127 5 0 70 65 5 0 200 130 70 0 0 54 0 8 1 2 0 0 0 0 0 0 5 0
22 "HUNEDOARA" "BERIU" 2787 2733 53 1 1061 1007 53 1 3100 2039 1023 21 17 409 8 346 68 176 0 0 0 0 0 0 16 0
22 "HUNEDOARA" "BLÃJENI" 1088 1056 32 0 444 412 32 0 1100 656 421 15 8 156 1 214 7 38 0 0 0 0 0 0 5 0
22 "HUNEDOARA" "BOªOROD" 1726 1686 38 2 804 764 38 2 1799 995 770 23 11 515 8 57 18 149 10 0 0 0 0 0 13 0
22 "HUNEDOARA" "BRÃNIªCA" 1443 1412 31 0 551 520 31 0 1700 1149 534 14 3 321 5 73 15 106 0 0 0 0 0 0 14 0
22 "HUNEDOARA" "BRETEA ROMÂNÃ" 2556 2489 64 3 1080 1013 64 3 2900 1820 1049 22 9 735 14 67 42 175 4 0 0 0 0 0 12 0
22 "HUNEDOARA" "BUCEª" 1738 1709 27 2 816 787 27 2 1902 1086 786 20 10 576 5 105 21 74 0 0 0 0 0 0 5 0
22 "HUNEDOARA" "BUCUREªCI" 1471 1437 32 2 708 674 32 2 1600 892 689 8 11 464 4 109 14 92 0 0 0 0 0 0 6 0
22 "HUNEDOARA" "BULZEªTII DE SUS" 274 263 11 0 102 91 11 0 401 299 97 1 4 60 1 17 7 10 0 0 0 0 0 0 2 0
22 "HUNEDOARA" "BUNILA" 347 333 14 0 130 116 14 0 500 370 130 0 0 70 9 24 16 5 1 0 0 0 0 0 5 0
22 "HUNEDOARA" "BURJUC" 731 716 15 0 289 274 15 0 904 615 280 6 3 164 2 24 25 61 0 0 0 0 0 0 4 0
22 "HUNEDOARA" "CÂRJIÞI" 627 590 36 1 340 303 36 1 1000 660 326 9 5 220 6 44 8 33 5 0 0 0 0 0 10 0
22 "HUNEDOARA" "CERBÃL" 427 426 1 0 194 193 1 0 600 406 188 3 3 156 0 10 11 10 1 0 0 0 0 0 0 0
22 "HUNEDOARA" "CERTEJU DE SUS" 2669 2592 49 28 1254 1177 49 28 3096 1842 1222 20 12 792 8 136 45 220 0 0 0 0 0 0 21 0
22 "HUNEDOARA" "CRIªCIOR" 3530 3481 49 0 1588 1539 49 0 3702 2114 1524 47 17 998 8 226 39 244 0 0 0 0 0 0 9 0
22 "HUNEDOARA" "DENSUª" 1353 1283 35 35 784 714 35 35 1501 717 770 11 3 634 6 36 26 56 7 0 0 0 0 0 5 0
22 "HUNEDOARA" "DOBRA" 2836 2768 40 28 1226 1158 40 28 3049 1823 1192 18 16 712 6 206 29 219 0 0 0 0 0 0 20 0
22 "HUNEDOARA" "GENERAL BERTHELOT" 809 793 10 6 455 439 10 6 900 447 439 9 5 326 8 37 10 51 5 0 0 0 0 0 2 0
22 "HUNEDOARA" "GHELARI" 1899 1858 41 0 713 672 41 0 2000 1287 681 21 11 462 7 43 46 104 11 0 0 0 0 0 8 0
22 "HUNEDOARA" "GURASADA" 1348 1326 21 1 485 463 21 1 1600 1115 473 11 1 372 6 30 13 46 0 0 0 0 0 0 6 0
22 "HUNEDOARA" "HÃRÃU" 1764 1715 23 26 865 816 23 26 2000 1135 821 25 19 494 19 106 29 135 0 0 0 0 0 0 38 0
22 "HUNEDOARA" "ILIA" 3261 3135 54 72 1821 1695 54 72 3600 1779 1753 51 17 1201 9 290 41 203 0 0 0 0 0 0 9 0
22 "HUNEDOARA" "LÃPUGIU DE JOS" 1193 1178 13 2 394 379 13 2 1428 1034 372 11 11 217 4 72 19 52 0 0 0 0 0 0 8 0
22 "HUNEDOARA" "LELESE" 377 365 12 0 163 151 12 0 499 336 156 2 5 105 2 9 10 22 4 0 0 0 0 0 4 0
22 "HUNEDOARA" "LUNCA CERNII DE JOS" 823 814 9 0 352 343 9 0 900 548 340 7 5 283 2 15 5 25 1 0 0 0 0 0 9 0
22 "HUNEDOARA" "LUNCOIU DE JOS" 1609 1591 15 3 674 656 15 3 1801 1127 639 23 12 328 3 88 96 121 0 0 0 0 0 0 3 0
22 "HUNEDOARA" "MÃRTINEªTI" 880 850 29 1 398 368 29 1 1301 903 388 5 5 195 20 33 31 103 0 0 0 0 0 0 6 0
22 "HUNEDOARA" "MUNICIPIUL BRAD" 14343 14236 99 8 5404 5297 99 8 14700 9296 5247 102 55 3080 36 1212 173 698 0 0 0 0 0 0 48 0
22 "HUNEDOARA" "MUNICIPIUL DEVA" 61205 60578 580 47 28064 27437 580 47 66303 38252 27282 631 134 18135 1335 4552 708 2140 176 0 0 0 0 0 236 0
22 "HUNEDOARA" "MUNICIPIUL HUNEDOARA" 64083 63659 396 28 26468 26044 396 28 69700 43231 25583 679 204 17955 1135 3378 527 2274 158 0 0 0 0 0 156 0
22 "HUNEDOARA" "MUNICIPIUL LUPENI" 23480 23276 192 12 10047 9843 192 12 25424 15379 9669 295 81 6221 388 377 283 2400 0 0 0 0 0 0 0 0
22 "HUNEDOARA" "MUNICIPIUL ORÃªTIE" 19346 19228 113 5 7439 7322 113 4 20115 12676 7129 208 102 4260 124 1220 264 1187 0 0 0 0 0 0 74 0
22 "HUNEDOARA" "MUNICIPIUL PETROªANI" 37316 37060 236 20 16836 16580 236 20 40802 23965 16124 584 128 9186 819 1263 537 4319 0 0 0 0 0 0 0 0
22 "HUNEDOARA" "MUNICIPIUL VULCAN" 24257 24101 144 12 9595 9439 144 12 26309 16723 9317 212 57 6124 229 545 389 2030 0 0 0 0 0 0 0 0
22 "HUNEDOARA" "ORAª ANINOASA" 3998 3980 18 0 1595 1577 18 0 4498 2903 1541 36 18 895 25 84 112 425 0 0 0 0 0 0 0 0
22 "HUNEDOARA" "ORAª CÃLAN" 11527 11399 112 16 4357 4229 112 16 12100 7743 4228 96 33 2963 109 394 73 625 35 0 0 0 0 0 29 0
22 "HUNEDOARA" "ORAª GEOAGIU" 4845 4753 79 13 2056 1964 79 13 5438 3386 1966 48 37 1174 27 323 66 353 0 0 0 0 0 0 23 0
22 "HUNEDOARA" "ORAª HAÞEG" 9423 9331 73 19 4407 4315 73 19 9800 5393 4258 118 31 3175 46 497 127 368 18 0 0 0 0 0 27 0
22 "HUNEDOARA" "ORAª PETRILA" 20992 20848 137 7 9426 9282 137 7 22895 13429 9137 218 71 5369 264 392 312 2800 0 0 0 0 0 0 0 0
22 "HUNEDOARA" "ORAª SIMERIA" 11968 11882 79 7 5336 5250 79 7 12607 7271 5155 125 56 3466 103 731 204 620 0 0 0 0 0 0 31 0
22 "HUNEDOARA" "ORAª URICANI" 8021 7975 38 8 2875 2829 38 8 8898 6023 2767 92 16 1835 47 123 103 659 0 0 0 0 0 0 0 0
22 "HUNEDOARA" "ORÃªTIOARA DE SUS" 1876 1837 36 3 833 794 36 3 2100 1267 808 12 13 310 9 356 30 89 0 0 0 0 0 0 14 0
22 "HUNEDOARA" "PESTIªU MIC" 1044 1002 23 19 601 559 23 19 1300 699 584 10 7 421 1 72 21 62 3 0 0 0 0 0 4 0
22 "HUNEDOARA" "PUI" 3597 3478 48 71 1764 1645 48 71 4001 2237 1721 28 15 1322 30 105 61 176 7 0 0 0 0 0 20 0
22 "HUNEDOARA" "RAPOLTU MARE" 1691 1661 30 0 755 725 30 0 2000 1245 729 10 16 423 8 127 49 111 0 0 0 0 0 0 11 0
22 "HUNEDOARA" "RÃCHITOVA" 1168 1160 7 1 506 498 7 1 1300 794 501 3 2 359 11 89 18 22 1 0 0 0 0 0 1 0
22 "HUNEDOARA" "RÂU DE MORI" 2697 2647 44 6 1503 1453 44 6 2900 1397 1454 30 19 1030 15 118 48 215 14 0 0 0 0 0 14 0
22 "HUNEDOARA" "RIBIÞA" 1221 1188 32 1 576 543 32 1 1400 824 555 14 7 272 13 193 23 49 0 0 0 0 0 0 5 0
22 "HUNEDOARA" "ROMOS" 2393 2355 24 14 991 953 24 14 2600 1609 948 28 15 433 9 303 60 131 0 0 0 0 0 0 12 0
22 "HUNEDOARA" "SARMIZEGETUSA" 1068 1004 21 43 765 701 21 43 1299 534 757 7 1 594 5 42 50 59 5 0 0 0 0 0 2 0
22 "HUNEDOARA" "SÃLAªU DE SUS" 2125 2077 48 0 949 901 48 0 2400 1451 938 8 3 629 41 64 40 136 9 0 0 0 0 0 19 0
22 "HUNEDOARA" "SÂNTÃMÃRIA-ORLEA" 2697 2653 41 3 1134 1090 41 3 2993 1859 1100 27 7 735 14 101 56 172 6 0 0 0 0 0 16 0
22 "HUNEDOARA" "ªOIMUª" 3020 2990 24 6 1582 1552 24 6 3301 1719 1526 34 22 639 6 110 618 143 0 0 0 0 0 0 10 0
22 "HUNEDOARA" "TELIUCU INFERIOR" 2190 2162 18 10 1125 1097 18 10 2300 1175 1095 25 5 823 11 64 35 145 8 0 0 0 0 0 9 0
22 "HUNEDOARA" "TOMEªTI" 963 948 15 0 393 378 15 0 1117 724 383 5 5 226 1 102 10 39 0 0 0 0 0 0 5 0
22 "HUNEDOARA" "TOPLIÞA" 732 708 24 0 349 325 24 0 1000 651 344 1 4 202 11 53 12 55 2 0 0 0 0 0 9 0
22 "HUNEDOARA" "TOTEªTI" 1599 1519 18 62 1042 962 18 62 1700 658 1022 13 7 796 2 60 40 111 3 0 0 0 0 0 10 0
22 "HUNEDOARA" "TURDAª" 1727 1693 31 3 896 862 31 3 1900 1004 844 18 34 425 8 106 46 244 0 0 0 0 0 0 15 0
22 "HUNEDOARA" "VAÞA DE JOS" 3391 3344 46 1 1295 1248 46 1 3800 2505 1255 24 16 616 4 389 62 172 0 0 0 0 0 0 12 0
22 "HUNEDOARA" "VÃLIªOARA" 1152 1138 14 0 494 480 14 0 1300 806 479 7 8 340 1 60 26 47 0 0 0 0 0 0 5 0
22 "HUNEDOARA" "VEÞEL" 2360 2334 24 2 1033 1007 24 2 2600 1567 987 30 16 588 3 160 32 196 0 0 0 0 0 0 8 0
22 "HUNEDOARA" "VORÞA" 760 740 20 0 369 349 20 0 1022 653 351 7 11 287 1 23 11 24 0 0 0 0 0 0 5 0
22 "HUNEDOARA" "ZAM" 1532 1508 24 0 515 491 24 0 2096 1581 473 32 9 223 1 133 19 88 0 0 0 0 0 0 9 0
23 "IALOMIÞA" "ADÂNCATA" 2235 2211 16 8 1180 1156 16 8 2400 1220 1138 19 23 705 4 169 0 260 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "ALBEªTI" 1077 1020 6 51 659 602 6 51 1100 441 632 12 15 437 5 60 0 130 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "ALEXENI" 1948 1939 5 4 678 669 5 4 2100 1422 645 6 27 358 2 99 0 186 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "ANDRÃªEªTI" 1850 1813 11 26 799 762 11 26 2000 1201 759 23 16 520 2 87 0 150 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "ARMÃªEªTI" 1998 1973 25 0 671 646 25 0 2200 1529 614 15 42 300 1 140 0 173 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "AXINTELE" 2019 2001 18 0 1017 999 18 0 2200 1183 961 24 32 681 4 157 0 119 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "BALACIU" 1440 1401 38 1 630 591 38 1 1500 870 596 17 17 348 3 70 0 175 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "BÃRBULEªTI" 3187 3167 20 0 643 623 20 0 3500 2857 542 89 12 279 7 108 0 148 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "BÃRCÃNEªTI" 2881 2860 21 0 1083 1062 21 0 3200 2117 1005 25 53 711 1 98 0 195 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "BORÃNEªTI" 1797 1778 19 0 801 782 19 0 1900 1099 751 26 24 397 6 93 0 255 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "BORDUªANI" 4079 4070 9 0 1302 1293 9 0 4500 3198 1236 38 28 509 2 216 0 505 0 4 0 0 0 0 0 0
23 "IALOMIÞA" "BUCU" 2045 2033 12 0 760 748 12 0 2300 1540 734 14 12 361 2 154 0 202 0 15 0 0 0 0 0 0
23 "IALOMIÞA" "BUEªTI" 933 919 4 10 560 546 4 10 1000 440 549 2 9 474 0 35 0 40 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "CIOCÂRLIA" 666 660 6 0 247 241 6 0 700 453 231 6 10 109 4 66 0 52 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "CIOCHINA" 2657 2615 40 2 1139 1097 40 2 2800 1661 1085 22 32 635 3 247 0 200 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "CIULNIÞA" 2054 2041 13 0 698 685 13 0 2300 1602 672 16 10 357 2 181 0 132 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "COCORA" 1764 1751 13 0 876 863 13 0 1900 1024 838 17 21 605 2 111 0 120 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "COLELIA" 1010 961 1 48 579 531 1 47 1100 521 560 12 7 457 0 45 0 58 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "COSÂMBEªTI" 1569 1520 14 35 767 718 14 35 1700 933 743 10 14 492 0 55 0 182 0 14 0 0 0 0 0 0
23 "IALOMIÞA" "COªERENI" 3802 3766 33 3 1604 1568 33 3 4100 2496 1518 31 55 884 2 190 0 442 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "DRÃGOEªTI" 796 773 3 20 458 435 3 20 900 442 431 12 15 252 0 103 0 76 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "DRIDU" 2941 2895 46 0 1251 1205 46 0 3103 1852 1189 32 30 685 6 239 0 259 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "FÃCÃENI" 4544 4465 34 45 2007 1928 34 45 5000 2993 1902 53 52 969 4 161 0 757 0 11 0 0 0 0 0 0
23 "IALOMIÞA" "GÂRBOVI" 3398 3394 4 0 983 979 4 0 3700 2717 909 40 34 557 5 140 0 207 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "GHEORGHE DOJA" 2302 2289 4 9 901 888 4 9 2600 1699 871 16 14 731 1 78 0 61 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "GHEORGHE LAZÃR" 1955 1876 12 67 1177 1098 12 67 2100 923 1124 36 17 936 1 32 0 142 0 13 0 0 0 0 0 0
23 "IALOMIÞA" "GIURGENI" 1229 1168 4 57 625 572 4 49 1300 675 602 11 12 385 2 86 0 125 0 4 0 0 0 0 0 0
23 "IALOMIÞA" "GRINDU" 1782 1781 1 0 747 746 1 0 2000 1253 716 14 17 526 1 57 0 132 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "GRIVIÞA" 2922 2819 12 91 1263 1166 12 85 3200 1937 1200 22 41 598 3 415 0 184 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "GURA IALOMIÞEI" 2210 2180 15 15 1094 1064 15 15 2500 1406 1052 20 22 843 3 45 0 156 0 5 0 0 0 0 0 0
23 "IALOMIÞA" "ION ROATÃ" 2985 2967 11 7 1317 1299 11 7 3200 1883 1238 46 33 482 3 577 0 176 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "JILAVELE" 3022 2932 36 54 1275 1187 36 52 3300 2025 1226 22 27 810 6 184 0 226 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "MAIA" 1457 1455 2 0 782 780 2 0 1600 818 747 7 28 354 1 227 0 165 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "MANASIA" 3940 3918 19 3 1556 1534 19 3 4300 2744 1485 42 29 686 3 394 0 402 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "MÃRCULEªTI" 1374 1314 15 45 707 647 15 45 1500 793 687 13 7 549 0 45 0 86 0 7 0 0 0 0 0 0
23 "IALOMIÞA" "MIHAIL KOGÃLNICEANU" 2710 2675 33 2 1252 1217 33 2 2900 1648 1199 29 24 944 4 42 0 194 0 15 0 0 0 0 0 0
23 "IALOMIÞA" "MILOªEªTI" 2314 2258 12 44 814 758 12 44 2497 1683 777 22 15 463 2 110 0 202 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "MOLDOVENI" 1002 936 24 42 659 593 24 42 1102 441 626 15 18 468 2 42 0 114 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "MOVILA" 1654 1602 7 45 871 822 7 42 1800 929 844 12 15 556 1 69 0 209 0 9 0 0 0 0 0 0
23 "IALOMIÞA" "MOVILIÞA" 1984 1977 7 0 629 622 7 0 2200 1571 597 12 20 316 3 142 0 136 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "MUNICIPIUL FETEªTI" 29273 29018 249 6 12302 12048 248 6 31999 19697 11901 239 162 7035 116 1548 0 2978 0 224 0 0 0 0 0 0
23 "IALOMIÞA" "MUNICIPIUL SLOBOZIA" 45624 45305 306 13 18654 18335 306 13 49904 31250 18123 405 126 11396 55 2074 0 3119 0 1479 0 0 0 0 0 0
23 "IALOMIÞA" "MUNICIPIUL URZICENI" 15137 15043 94 0 6060 5966 94 0 16700 10640 5817 194 49 3366 30 1208 0 1213 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "MUNTENI BUZÃU" 2972 2922 7 43 1519 1469 7 43 3200 1681 1436 29 54 882 1 349 0 204 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "OGRADA" 2281 2256 4 21 860 835 4 21 2500 1640 833 17 10 546 0 69 0 213 0 5 0 0 0 0 0 0
23 "IALOMIÞA" "ORAª AMARA" 6759 6730 28 1 2317 2288 28 1 7608 5291 2225 55 37 1375 7 264 0 579 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "ORAª CÃZÃNEªTI" 2930 2916 14 0 1005 991 14 0 3200 2195 955 27 23 540 6 151 0 258 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "ORAª FIERBINÞI-TÂRG" 3954 3928 26 0 2173 2147 26 0 4400 2227 2085 40 48 946 2 894 0 243 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "ORAª ÞÃNDÃREI" 11424 11355 69 0 3820 3751 69 0 12407 8587 3666 83 71 2496 8 311 0 783 0 68 0 0 0 0 0 0
23 "IALOMIÞA" "PERIEÞI" 3093 3068 25 0 922 897 25 0 3300 2378 888 19 15 534 0 146 0 208 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "PLATONEªTI" 1653 1633 20 0 785 765 20 0 1800 1015 753 19 13 405 1 158 0 186 0 3 0 0 0 0 0 0
23 "IALOMIÞA" "RÃDULEªTI" 1016 1009 7 0 518 511 7 0 1100 582 495 12 11 372 0 57 0 66 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "REVIGA" 2433 2411 21 1 1003 981 21 1 2700 1697 925 30 48 286 2 506 0 131 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "ROªIORI" 1573 1543 14 16 716 686 14 16 1700 984 676 10 30 333 0 241 0 102 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "SÃLCIOARA" 1855 1821 20 14 831 797 20 14 2002 1171 791 23 17 417 3 215 0 156 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "SÃRÃÞENI" 1060 1042 4 14 521 503 4 14 1200 679 486 20 15 214 1 182 0 89 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "SÃVENI" 2921 2895 26 0 976 950 26 0 3200 2224 948 12 16 608 4 118 0 208 0 10 0 0 0 0 0 0
23 "IALOMIÞA" "SCÂNTEIA" 3283 3259 24 0 1443 1419 24 0 3600 2157 1351 46 46 1026 0 77 0 237 0 11 0 0 0 0 0 0
23 "IALOMIÞA" "SFÂNTU GHEORGHE" 1609 1603 5 1 740 734 5 1 1795 1055 700 25 15 355 2 242 0 101 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "SINEªTI" 2079 2067 12 0 581 569 12 0 2300 1719 563 9 9 301 0 147 0 115 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "STELNICA" 1490 1456 4 30 648 614 4 30 1600 952 630 5 13 410 3 59 0 152 0 6 0 0 0 0 0 0
23 "IALOMIÞA" "SUDIÞI" 1765 1738 12 15 720 693 12 15 1900 1180 688 13 19 417 0 108 0 155 0 8 0 0 0 0 0 0
23 "IALOMIÞA" "TRAIAN" 2525 2516 9 0 1200 1191 9 0 2800 1600 1129 24 47 804 3 95 0 227 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "VALEA CIORII" 1565 1523 20 22 798 756 20 22 1701 903 759 15 24 591 2 31 0 129 0 6 0 0 0 0 0 0
23 "IALOMIÞA" "VALEA MÃCRIªULUI" 1531 1443 11 77 718 638 11 69 1700 982 683 26 9 406 1 173 0 103 0 0 0 0 0 0 0 0
23 "IALOMIÞA" "VLÃDENI" 1743 1736 7 0 888 881 7 0 1900 1012 871 11 6 500 2 64 0 303 0 2 0 0 0 0 0 0
24 "IAªI" "ALEXANDRU IOAN CUZA" 2245 2229 16 0 840 824 16 0 2500 1660 788 24 28 597 1 52 0 138 0 0 0 0 0 0 0 0
24 "IAªI" "ANDRIEªENI" 3278 3251 27 0 1300 1273 27 0 4100 2800 1210 50 40 616 5 444 0 145 0 0 0 0 0 0 0 0
24 "IAªI" "ARONEANU" 2729 2703 18 8 1292 1266 18 8 3000 1708 1235 35 22 958 2 175 11 86 0 0 3 0 0 0 0 0
24 "IAªI" "BALª" 2633 2620 13 0 1031 1018 13 0 2800 1769 947 34 50 677 5 70 0 195 0 0 0 0 0 0 0 0
24 "IAªI" "BÃLÞAÞI" 4049 4020 24 5 1403 1374 24 5 4500 3097 1353 23 27 1000 2 96 0 255 0 0 0 0 0 0 0 0
24 "IAªI" "BÂRNOVA" 4237 4206 31 0 1526 1495 31 0 4625 3099 1433 45 48 948 6 226 22 209 0 0 22 0 0 0 0 0
24 "IAªI" "BELCEªTI" 8453 8364 88 1 2572 2483 88 1 9300 6728 2372 87 113 1669 9 167 0 527 0 0 0 0 0 0 0 0
24 "IAªI" "BIVOLARI" 3468 3439 29 0 1196 1167 29 0 3800 2604 1087 42 67 748 2 184 0 153 0 0 0 0 0 0 0 0
24 "IAªI" "BRÃEªTI" 2451 2436 15 0 1029 1014 15 0 2700 1671 962 23 44 663 1 98 0 200 0 0 0 0 0 0 0 0
24 "IAªI" "BUTEA" 3478 3466 12 0 758 746 12 0 3700 2942 697 19 42 450 5 53 0 189 0 0 0 0 0 0 0 0
24 "IAªI" "CEPLENIÞA" 3450 3436 14 0 1017 1003 14 0 3900 2883 937 41 39 612 4 87 0 234 0 0 0 0 0 0 0 0
24 "IAªI" "CIOHORÃNI" 1511 1507 4 0 768 764 4 0 1700 932 731 19 18 472 2 101 0 156 0 0 0 0 0 0 0 0
24 "IAªI" "CIORTEªTI" 3334 3283 17 34 1484 1438 17 29 3700 2216 1325 50 109 1005 5 144 16 147 0 0 8 0 0 0 0 0
24 "IAªI" "CIUREA" 9887 9804 78 5 3110 3027 78 5 10901 7791 2950 84 76 2030 3 426 50 378 0 0 63 0 0 0 0 0
24 "IAªI" "COARNELE CAPREI" 2307 2268 26 13 1078 1039 26 13 2700 1622 1012 29 37 894 4 54 0 60 0 0 0 0 0 0 0 0
24 "IAªI" "COMARNA" 3737 3639 74 24 1621 1523 74 24 3999 2327 1555 36 30 1206 0 100 36 200 0 0 13 0 0 0 0 0
24 "IAªI" "COSTEªTI" 1480 1456 24 0 730 706 24 0 1596 866 695 9 26 511 3 67 0 114 0 0 0 0 0 0 0 0
24 "IAªI" "COSTULENI" 3792 3642 10 140 1794 1647 10 137 4100 2306 1675 47 72 1270 5 102 15 268 0 0 15 0 0 0 0 0
24 "IAªI" "COTNARI" 6104 6069 35 0 1540 1505 35 0 6801 5261 1412 52 76 873 7 102 0 430 0 0 0 0 0 0 0 0
24 "IAªI" "COZMEªTI" 2245 2236 8 1 910 901 8 1 2500 1590 807 35 68 541 2 117 13 123 0 0 11 0 0 0 0 0
24 "IAªI" "CRISTEªTI" 3233 3216 16 1 1226 1209 16 1 3700 2474 1175 39 12 992 4 59 0 120 0 0 0 0 0 0 0 0
24 "IAªI" "CUCUTENI" 1066 1053 9 4 409 396 9 4 1201 792 379 3 27 283 1 25 0 70 0 0 0 0 0 0 0 0
24 "IAªI" "DAGÂÞA" 3574 3531 43 0 1688 1645 43 0 3901 2213 1555 57 76 715 5 634 8 186 0 0 7 0 0 0 0 0
24 "IAªI" "DELENI" 7856 7805 51 0 2872 2821 51 0 8500 5628 2666 74 132 1986 13 255 0 412 0 0 0 0 0 0 0 0
24 "IAªI" "DOBROVÃÞ" 1979 1914 8 57 970 905 8 57 2200 1230 893 19 58 660 2 66 13 144 0 0 8 0 0 0 0 0
24 "IAªI" "DOLHEªTI" 2148 2144 4 0 1029 1025 4 0 2300 1271 940 40 49 699 0 83 17 134 0 0 7 0 0 0 0 0
24 "IAªI" "DRÃGUªENI" 1179 1148 13 18 542 511 13 18 1300 758 500 20 22 322 3 97 1 72 0 0 5 0 0 0 0 0
24 "IAªI" "DUMEªTI" 3749 3723 26 0 1380 1354 26 0 4200 2820 1266 45 69 756 8 89 0 413 0 0 0 0 0 0 0 0
24 "IAªI" "ERBICENI" 4371 4349 22 0 1400 1378 22 0 4900 3500 1321 25 54 863 11 154 0 293 0 0 0 0 0 0 0 0
24 "IAªI" "FÂNTÂNELE" 1521 1511 8 2 749 739 8 2 1600 851 719 14 16 555 0 80 0 84 0 0 0 0 0 0 0 0
24 "IAªI" "FOCURI" 3038 3017 21 0 820 799 21 0 3300 2480 739 27 54 472 10 91 0 166 0 0 0 0 0 0 0 0
24 "IAªI" "GOLÃIEªTI" 2970 2947 23 0 1299 1276 23 0 3400 2100 1240 15 44 904 4 161 13 153 0 0 5 0 0 0 0 0
24 "IAªI" "GORBAN" 2434 2413 20 1 1006 985 20 1 2699 1693 925 32 49 597 1 139 12 168 0 0 8 0 0 0 0 0
24 "IAªI" "GRAJDURI" 2431 2394 37 0 766 729 37 0 2800 2034 722 18 26 481 3 94 9 126 0 0 9 0 0 0 0 0
24 "IAªI" "GROPNIÞA" 2584 2556 28 0 978 950 28 0 3000 2022 910 25 43 664 2 67 0 177 0 0 0 0 0 0 0 0
24 "IAªI" "GROZEªTI" 1413 1350 11 52 707 644 11 52 1500 793 664 13 30 520 0 71 10 61 0 0 2 0 0 0 0 0
